Five-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
92111,1983,18.94,217.90,56.65,41.39
92111,1984,0.42,218.80,56.89,41.57
92111,1985,4.29,228.19,59.33,43.35
92111,1986,8.09,246.64,64.13,46.86
92111,1987,8.13,266.69,69.34,50.66
92111,1988,14.61,305.65,79.47,58.07
92111,1989,21.95,372.75,96.92,70.81
92111,1990,3.18,384.61,100.00,73.07
92111,1991,0.06,384.82,100.06,73.11
92111,1992,-1.32,379.74,98.73,72.14
92111,1993,-4.89,361.17,93.90,68.61
92111,1994,-0.92,357.83,93.04,67.98
92111,1995,-2.19,349.99,91.00,66.49
92111,1996,0.56,351.95,91.51,66.86
92111,1997,-0.40,350.55,91.14,66.59
92111,1998,11.64,391.34,101.75,74.34
92111,1999,9.36,427.97,111.27,81.30
92111,2000,23.00,526.39,136.86,100.00
92111,2001,11.77,588.34,152.97,111.77
92111,2002,15.12,677.32,176.10,128.67
92111,2003,11.87,757.74,197.02,143.95
92111,2004,23.62,936.76,243.56,177.96
92111,2005,15.74,1084.21,281.90,205.97
92111,2006,1.67,1102.27,286.59,209.40
92111,2007,-5.91,1037.16,269.66,197.03
92111,2008,-14.24,889.49,231.27,168.98
92111,2009,-8.01,818.21,212.74,155.44
92111,2010,1.39,829.56,215.69,157.59
92111,2011,-5.69,782.35,203.41,148.63
92111,2012,1.63,795.12,206.73,151.05
92111,2013,12.25,892.55,232.06,169.56
92111,2014,9.42,976.64,253.93,185.54
92111,2015,5.50,1030.40,267.90,195.75
92111,2016,6.76,1100.07,286.02,208.98
92111,2017,8.14,1189.56,309.29,225.99
92111,2018,7.23,1275.52,331.64,242.32
92111,2019,3.76,1323.46,344.10,251.42
92111,2020,4.92,1388.56,361.03,263.79
92111,2021,12.14,1557.16,404.86,295.82
92111,2022,16.69,1817.03,472.43,345.19
92111,2023,9.62,1991.83,517.88,378.40
92113,1979,.,100.00,52.59,35.56
92113,1980,9.10,109.10,57.38,38.80
92113,1981,7.46,117.25,61.66,41.69
92113,1982,.,.,.,.
92113,1983,.,97.74,51.40,34.76
92113,1984,31.17,128.20,67.42,45.59
92113,1985,5.37,135.08,71.04,48.04
92113,1986,-3.78,129.98,68.36,46.22
92113,1987,14.73,149.13,78.43,53.03
92113,1988,10.02,164.07,86.29,58.35
92113,1989,6.98,175.52,92.31,62.42
92113,1990,8.33,190.14,100.00,67.62
92113,1991,6.18,201.88,106.18,71.79
92113,1992,-1.18,199.50,104.92,70.94
92113,1993,4.26,208.01,109.40,73.97
92113,1994,-3.00,201.77,106.12,71.75
92113,1995,9.63,221.21,116.34,78.67
92113,1996,-9.08,201.13,105.78,71.53
92113,1997,3.69,208.56,109.69,74.16
92113,1998,7.59,224.40,118.02,79.80
92113,1999,7.78,241.86,127.20,86.01
92113,2000,16.27,281.21,147.90,100.00
92113,2001,20.68,339.37,178.49,120.68
92113,2002,23.42,418.86,220.29,148.95
92113,2003,22.18,511.77,269.16,181.99
92113,2004,30.12,665.90,350.22,236.80
92113,2005,23.19,820.32,431.43,291.71
92113,2006,8.33,888.69,467.39,316.03
92113,2007,-6.69,829.26,436.13,294.89
92113,2008,-30.28,578.17,304.08,205.60
92113,2009,-33.19,386.26,203.15,137.36
92113,2010,11.03,428.88,225.56,152.51
92113,2011,-2.67,417.42,219.53,148.44
92113,2012,3.10,430.37,226.34,153.04
92113,2013,15.53,497.22,261.50,176.82
92113,2014,19.88,596.09,313.50,211.97
92113,2015,6.60,635.46,334.21,225.97
92113,2016,12.48,714.76,375.92,254.18
92113,2017,11.87,799.61,420.54,284.35
92113,2018,9.64,876.68,461.07,311.76
92113,2019,5.35,923.56,485.73,328.43
92113,2020,6.26,981.34,516.12,348.97
92113,2021,15.81,1136.47,597.70,404.14
92113,2022,17.72,1337.83,703.60,475.74
92113,2023,1.85,1362.57,716.62,484.54
92114,1977,.,100.00,34.51,26.21
92114,1978,24.80,124.80,43.07,32.71
92114,1979,22.19,152.49,52.62,39.97
92114,1980,2.65,156.53,54.02,41.03
92114,1981,10.00,172.19,59.42,45.13
92114,1982,-9.53,155.77,53.76,40.83
92114,1983,5.79,164.80,56.87,43.19
92114,1984,1.06,166.55,57.48,43.65
92114,1985,4.07,173.32,59.81,45.43
92114,1986,11.70,193.61,66.81,50.74
92114,1987,7.47,208.07,71.80,54.53
92114,1988,6.01,220.58,76.12,57.81
92114,1989,19.60,263.80,91.04,69.14
92114,1990,9.85,289.78,100.00,75.95
92114,1991,4.51,302.84,104.51,79.37
92114,1992,1.69,307.96,106.27,80.72
92114,1993,0.14,308.38,106.42,80.83
92114,1994,-2.69,300.09,103.56,78.65
92114,1995,-2.46,292.70,101.01,76.72
92114,1996,0.88,295.29,101.90,77.40
92114,1997,-2.01,289.34,99.85,75.84
92114,1998,6.31,307.60,106.15,80.62
92114,1999,5.05,323.13,111.51,84.69
92114,2000,18.07,381.54,131.67,100.00
92114,2001,14.60,437.24,150.89,114.60
92114,2002,19.35,521.84,180.08,136.77
92114,2003,18.92,620.59,214.16,162.65
92114,2004,27.04,788.37,272.06,206.63
92114,2005,20.82,952.55,328.72,249.66
92114,2006,4.74,997.67,344.29,261.49
92114,2007,-5.46,943.19,325.49,247.21
92114,2008,-28.20,677.25,233.71,177.51
92114,2009,-25.19,506.68,174.85,132.80
92114,2010,8.17,548.07,189.14,143.65
92114,2011,-2.05,536.85,185.26,140.71
92114,2012,2.66,551.11,190.18,144.44
92114,2013,14.48,630.92,217.73,165.36
92114,2014,14.79,724.25,249.93,189.82
92114,2015,5.95,767.32,264.80,201.11
92114,2016,8.68,833.92,287.78,218.57
92114,2017,9.38,912.12,314.77,239.07
92114,2018,7.10,976.89,337.12,256.04
92114,2019,4.63,1022.16,352.74,267.91
92114,2020,6.75,1091.16,376.55,285.99
92114,2021,15.09,1255.80,433.37,329.14
92114,2022,16.64,1464.71,505.46,383.90
92114,2023,6.98,1566.89,540.72,410.68
92115,1975,.,100.00,23.21,17.23
92115,1976,12.55,112.55,26.12,19.40
92115,1977,21.68,136.95,31.79,23.60
92115,1978,23.54,169.20,39.27,29.16
92115,1979,19.34,201.91,46.87,34.79
92115,1980,9.97,222.05,51.54,38.26
92115,1981,12.16,249.05,57.81,42.92
92115,1982,-14.18,213.73,49.61,36.83
92115,1983,12.30,240.03,55.71,41.36
92115,1984,3.52,248.48,57.67,42.82
92115,1985,6.28,264.07,61.29,45.51
92115,1986,4.56,276.11,64.09,47.58
92115,1987,8.21,298.78,69.35,51.49
92115,1988,15.33,344.58,79.98,59.38
92115,1989,15.78,398.97,92.60,68.75
92115,1990,7.99,430.83,100.00,74.24
92115,1991,0.05,431.07,100.05,74.28
92115,1992,-0.35,429.58,99.71,74.03
92115,1993,-3.95,412.60,95.77,71.10
92115,1994,-2.92,400.56,92.97,69.03
92115,1995,-4.59,382.18,88.71,65.86
92115,1996,-1.79,375.34,87.12,64.68
92115,1997,1.74,381.86,88.63,65.80
92115,1998,13.00,431.48,100.15,74.36
92115,1999,9.53,472.60,109.69,81.44
92115,2000,22.79,580.30,134.69,100.00
92115,2001,13.63,659.40,153.05,113.63
92115,2002,17.71,776.20,180.16,133.76
92115,2003,13.64,882.09,204.74,152.01
92115,2004,22.89,1084.04,251.62,186.81
92115,2005,18.55,1285.14,298.29,221.46
92115,2006,0.93,1297.14,301.08,223.53
92115,2007,-4.72,1235.87,286.86,212.97
92115,2008,-16.91,1026.88,238.35,176.96
92115,2009,-10.40,920.04,213.55,158.55
92115,2010,2.04,938.77,217.90,161.77
92115,2011,-4.78,893.90,207.48,154.04
92115,2012,1.49,907.22,210.57,156.34
92115,2013,11.11,1008.06,233.98,173.71
92115,2014,10.03,1109.15,257.44,191.14
92115,2015,4.07,1154.31,267.93,198.92
92115,2016,7.82,1244.56,288.87,214.47
92115,2017,7.86,1342.36,311.58,231.32
92115,2018,6.58,1430.66,332.07,246.54
92115,2019,4.42,1493.85,346.74,257.43
92115,2020,4.05,1554.38,360.79,267.86
92115,2021,14.54,1780.45,413.26,306.82
92115,2022,19.11,2120.61,492.21,365.43
92115,2023,6.41,2256.62,523.78,388.87
92116,1977,.,100.00,29.31,19.99
92116,1978,11.35,111.35,32.64,22.26
92116,1979,17.57,130.91,38.37,26.17
92116,1980,17.09,153.28,44.92,30.65
92116,1981,11.16,170.38,49.94,34.07
92116,1982,-16.88,141.62,41.51,28.32
92116,1983,16.54,165.05,48.37,33.00
92116,1984,7.35,177.18,51.93,35.43
92116,1985,7.27,190.06,55.70,38.00
92116,1986,5.96,201.38,59.02,40.26
92116,1987,9.19,219.88,64.44,43.96
92116,1988,15.27,253.46,74.29,50.68
92116,1989,28.02,324.49,95.10,64.88
92116,1990,5.15,341.20,100.00,68.22
92116,1991,1.03,344.71,101.03,68.92
92116,1992,-1.12,340.84,99.90,68.15
92116,1993,-4.62,325.11,95.28,65.00
92116,1994,-4.24,311.34,91.25,62.25
92116,1995,-3.15,301.52,88.37,60.29
92116,1996,1.64,306.48,89.82,61.28
92116,1997,3.31,316.62,92.80,63.31
92116,1998,14.76,363.35,106.49,72.65
92116,1999,8.74,395.12,115.80,79.00
92116,2000,26.58,500.15,146.59,100.00
92116,2001,14.73,573.82,168.18,114.73
92116,2002,16.10,666.20,195.25,133.20
92116,2003,12.59,750.05,219.83,149.96
92116,2004,18.84,891.32,261.23,178.21
92116,2005,16.05,1034.37,303.16,206.81
92116,2006,1.78,1052.83,308.57,210.50
92116,2007,-3.20,1019.16,298.70,203.77
92116,2008,-10.38,913.37,267.69,182.62
92116,2009,-8.61,834.71,244.64,166.89
92116,2010,2.50,855.58,250.76,171.07
92116,2011,-3.33,827.08,242.40,165.37
92116,2012,4.61,865.23,253.58,172.99
92116,2013,8.69,940.44,275.63,188.03
92116,2014,8.32,1018.69,298.56,203.68
92116,2015,7.13,1091.31,319.85,218.20
92116,2016,6.53,1162.53,340.72,232.44
92116,2017,7.37,1248.18,365.82,249.56
92116,2018,7.63,1343.46,393.75,268.61
92116,2019,1.28,1360.67,398.79,272.05
92116,2020,2.50,1394.70,408.76,278.86
92116,2021,11.12,1549.85,454.24,309.88
92116,2022,23.54,1914.76,561.18,382.84
92116,2023,4.94,2009.39,588.92,401.76
92117,1975,.,100.00,20.42,15.15
92117,1976,23.72,123.72,25.26,18.74
92117,1977,15.06,142.35,29.07,21.56
92117,1978,23.06,175.17,35.77,26.53
92117,1979,19.31,209.00,42.67,31.66
92117,1980,8.70,227.18,46.39,34.41
92117,1981,7.42,244.03,49.83,36.96
92117,1982,-9.52,220.80,45.08,33.44
92117,1983,14.74,253.34,51.73,38.37
92117,1984,3.69,262.69,53.64,39.79
92117,1985,6.16,278.85,56.94,42.24
92117,1986,7.39,299.46,61.15,45.36
92117,1987,9.25,327.17,66.80,49.55
92117,1988,18.19,386.70,78.96,58.57
92117,1989,22.10,472.17,96.41,71.52
92117,1990,3.72,489.75,100.00,74.18
92117,1991,-1.70,481.41,98.30,72.92
92117,1992,-1.07,476.26,97.25,72.14
92117,1993,-4.31,455.73,93.05,69.03
92117,1994,-1.60,448.45,91.57,67.92
92117,1995,-2.35,437.91,89.42,66.33
92117,1996,-0.29,436.62,89.15,66.13
92117,1997,3.94,453.84,92.67,68.74
92117,1998,10.67,502.26,102.55,76.07
92117,1999,8.44,544.63,111.21,82.49
92117,2000,21.22,660.23,134.81,100.00
92117,2001,13.34,748.32,152.80,113.34
92117,2002,15.12,861.47,175.90,130.48
92117,2003,11.03,956.45,195.29,144.87
92117,2004,21.02,1157.51,236.35,175.32
92117,2005,20.10,1390.15,283.85,210.56
92117,2006,-1.82,1364.85,278.68,206.72
92117,2007,-4.03,1309.83,267.45,198.39
92117,2008,-11.01,1165.63,238.01,176.55
92117,2009,-8.48,1066.83,217.83,161.58
92117,2010,1.22,1079.81,220.48,163.55
92117,2011,-4.30,1033.41,211.01,156.52
92117,2012,-0.86,1024.51,209.19,155.18
92117,2013,11.98,1147.30,234.26,173.77
92117,2014,10.21,1264.38,258.17,191.51
92117,2015,3.87,1313.33,268.16,198.92
92117,2016,7.60,1413.08,288.53,214.03
92117,2017,9.33,1544.90,315.45,234.00
92117,2018,6.55,1646.12,336.11,249.33
92117,2019,4.21,1715.50,350.28,259.84
92117,2020,3.53,1776.10,362.65,269.01
92117,2021,12.29,1994.37,407.22,302.07
92117,2022,16.84,2330.14,475.78,352.93
92117,2023,10.27,2569.43,524.64,389.17
92118,1979,.,100.00,31.61,18.85
92118,1980,14.02,114.02,36.05,21.50
92118,1981,.,.,.,.
92118,1982,.,99.57,31.48,18.77
92118,1983,36.34,135.75,42.92,25.59
92118,1984,19.37,162.05,51.23,30.55
92118,1985,0.45,162.79,51.46,30.69
92118,1986,2.89,167.50,52.95,31.58
92118,1987,12.14,187.84,59.38,35.41
92118,1988,19.02,223.57,70.68,42.15
92118,1989,32.38,295.97,93.57,55.80
92118,1990,6.87,316.31,100.00,59.64
92118,1991,-0.18,315.73,99.82,59.53
92118,1992,-1.62,310.62,98.20,58.56
92118,1993,-2.24,303.68,96.01,57.25
92118,1994,-1.31,299.69,94.75,56.50
92118,1995,1.72,304.84,96.37,57.47
92118,1996,1.42,309.15,97.74,58.29
92118,1997,1.83,314.81,99.52,59.35
92118,1998,17.69,370.50,117.13,69.85
92118,1999,10.65,409.95,129.60,77.29
92118,2000,29.38,530.40,167.68,100.00
92118,2001,13.71,603.13,190.68,113.71
92118,2002,5.35,635.39,200.88,119.80
92118,2003,8.54,689.68,218.04,130.03
92118,2004,17.55,810.70,256.30,152.85
92118,2005,18.06,957.11,302.59,180.45
92118,2006,5.71,1011.78,319.87,190.76
92118,2007,7.09,1083.47,342.53,204.27
92118,2008,-11.44,959.50,303.34,180.90
92118,2009,-3.96,921.46,291.31,173.73
92118,2010,-2.89,894.80,282.89,168.70
92118,2011,-2.44,873.00,276.00,164.59
92118,2012,7.95,942.40,297.94,177.68
92118,2013,0.49,946.98,299.38,178.54
92118,2014,17.97,1117.13,353.18,210.62
92118,2015,3.28,1153.74,364.75,217.52
92118,2016,-0.13,1152.22,364.27,217.24
92118,2017,1.79,1172.83,370.79,221.12
92118,2018,-4.68,1117.96,353.44,210.78
92118,2019,-8.14,1026.90,324.65,193.61
92118,2020,-1.92,1007.21,318.42,189.90
92118,2021,-6.01,946.68,299.29,178.48
92118,2022,.,.,.,.
92118,2023,.,.,.,.
92119,1975,.,100.00,25.42,19.13
92119,1976,6.67,106.67,27.12,20.41
92119,1977,25.66,134.05,34.08,25.65
92119,1978,23.94,166.13,42.23,31.78
92119,1979,12.49,186.87,47.50,35.75
92119,1980,10.51,206.52,52.50,39.51
92119,1981,-1.29,203.85,51.82,39.00
92119,1982,-1.40,200.99,51.09,38.45
92119,1983,10.83,222.76,56.63,42.62
92119,1984,2.69,228.74,58.15,43.76
92119,1985,5.93,242.31,61.60,46.36
92119,1986,3.88,251.71,63.99,48.16
92119,1987,7.42,270.39,68.73,51.73
92119,1988,13.04,305.65,77.70,58.47
92119,1989,21.88,372.53,94.70,71.27
92119,1990,5.60,393.38,100.00,75.26
92119,1991,1.23,398.21,101.23,76.18
92119,1992,-0.58,395.90,100.64,75.74
92119,1993,-3.55,381.84,97.07,73.05
92119,1994,-1.51,376.05,95.59,71.94
92119,1995,-2.52,366.56,93.18,70.13
92119,1996,1.35,371.51,94.44,71.08
92119,1997,0.44,373.16,94.86,71.39
92119,1998,8.10,403.39,102.54,77.17
92119,1999,8.59,438.03,111.35,83.80
92119,2000,19.33,522.70,132.87,100.00
92119,2001,12.72,589.16,149.77,112.72
92119,2002,14.76,676.14,171.88,129.36
92119,2003,11.66,755.01,191.93,144.44
92119,2004,24.15,937.35,238.28,179.33
92119,2005,16.55,1092.48,277.71,209.01
92119,2006,0.20,1094.70,278.28,209.43
92119,2007,-6.34,1025.31,260.64,196.16
92119,2008,-10.08,922.00,234.38,176.39
92119,2009,-9.74,832.24,211.56,159.22
92119,2010,1.43,844.18,214.59,161.50
92119,2011,-4.99,802.06,203.89,153.45
92119,2012,1.18,811.54,206.30,155.26
92119,2013,9.30,887.02,225.49,169.70
92119,2014,10.27,978.13,248.65,187.13
92119,2015,3.02,1007.64,256.15,192.78
92119,2016,7.16,1079.82,274.50,206.59
92119,2017,6.66,1151.72,292.77,220.34
92119,2018,6.59,1227.59,312.06,234.86
92119,2019,2.78,1261.65,320.72,241.37
92119,2020,3.28,1303.03,331.24,249.29
92119,2021,14.28,1489.08,378.53,284.88
92119,2022,19.59,1780.73,452.67,340.68
92119,2023,3.17,1837.24,467.04,351.49
92120,1976,.,100.00,27.74,20.66
92120,1977,17.49,117.49,32.60,24.28
92120,1978,23.40,144.98,40.22,29.96
92120,1979,18.36,171.60,47.61,35.46
92120,1980,8.21,185.69,51.52,38.37
92120,1981,11.46,206.97,57.42,42.76
92120,1982,-4.72,197.20,54.71,40.75
92120,1983,1.57,200.30,55.57,41.39
92120,1984,4.46,209.22,58.05,43.23
92120,1985,4.59,218.83,60.71,45.22
92120,1986,4.49,228.65,63.44,47.24
92120,1987,8.52,248.14,68.84,51.27
92120,1988,12.30,278.66,77.31,57.58
92120,1989,23.76,344.87,95.68,71.26
92120,1990,4.52,360.44,100.00,74.47
92120,1991,0.89,363.65,100.89,75.14
92120,1992,-2.47,354.69,98.40,73.29
92120,1993,-3.53,342.18,94.93,70.70
92120,1994,-2.38,334.03,92.67,69.02
92120,1995,-1.10,330.36,91.66,68.26
92120,1996,0.12,330.74,91.76,68.34
92120,1997,0.32,331.79,92.05,68.55
92120,1998,10.11,365.32,101.35,75.48
